timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu0_orientation_x,Imu0_orientation_y,Imu0_orientation_z,Imu0_orientation_w,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z,Imu1_orientation_x,Imu1_orientation_y,Imu1_orientation_z,Imu1_orientation_w,Imu2_linear_accleration_x,Imu2_linear_accleration_y,Imu2_linear_accleration_z,Imu2_angular_velocity_x,Imu2_angular_velocity_y,Imu2_angular_velocity_z,Imu2_orientation_x,Imu2_orientation_y,Imu2_orientation_z,Imu2_orientation_w,imu0_to_imu1_translation_x,imu0_to_imu1_translation_y,imu0_to_imu1_translation_z,imu0_to_imu1_rotation_x,imu0_to_imu1_rotation_y,imu0_to_imu1_rotation_z,imu0_to_imu1_rotation_w,imu0_to_imu2_translation_x,imu0_to_imu2_translation_y,imu0_to_imu2_translation_z,imu0_to_imu2_rotation_x,imu0_to_imu2_rotation_y,imu0_to_imu2_rotation_z,imu0_to_imu2_rotation_w
1677832991.7161367,-8.84,3.28,2.08,0.15,0.07,0.0,0.5433864769513558,-0.3264369868750895,-0.7610511298139627,-0.137736008636802,-8.31,4.8,1.71,0.12,-0.1,-0.03,0.5321137155930696,0.4095464007139233,-0.118937316811478,0.731423717150117,-5.81,7.59,-0.13,0.21,0.12,-0.02,0.5946585444083006,0.5426629529687372,0.5727275750108497,0.1545356265061334,0.7872217144891991,1.1640421655535238,-1.6272024486984242,0.0,0.0,0.0,1.0,0.907129729750336,1.9253484684433655,-0.3043828649347211,0.0,0.0,0.0,1.0
1677832991.739327,-8.79,3.36,2.24,0.13,0.05,0.02,0.5423719619122295,-0.3272306774472533,-0.7613352709857303,-0.1382799472880112,-8.41,5.03,2.04,0.09,-0.12,0.03,0.5314923785082909,0.4088681824369299,-0.1211544311691635,0.7318908831146876,-5.89,7.88,0.12,0.19,0.12,-0.01,0.5934071667201791,0.5448368087394022,0.5721526385764809,0.1538250450926785,0.7863703951600112,1.1618613819050203,-1.6291714860178603,0.0,0.0,0.0,1.0,0.9007309663388436,1.928155935645562,-0.3056115411974487,0.0,0.0,0.0,1.0
1677832991.7688673,-8.83,3.23,1.98,0.1,0.0,0.03,0.5422908914113731,-0.3264259774975112,-0.7613352118909349,-0.1404826161560147,-8.32,4.65,1.6,0.07,-0.16,0.05,0.5306179927230626,0.4078567121317431,-0.1241449567766219,0.7325882048426408,-5.83,7.36,-0.24,0.14,0.09,0.07,0.5926204817208292,0.5464618079647464,0.5716561673520009,0.1529368608586369,0.7919182877533428,1.1525444706132555,-1.633097262498662,0.0,0.0,0.0,1.0,0.8988884523792045,1.9284166083238612,-0.3093686068753804,0.0,0.0,0.0,1.0
1677832991.798645,-8.85,3.06,1.92,0.11,0.02,0.01,0.5435012421406569,-0.325875216851732,-0.7602402445357517,-0.1429913054056799,-8.3,4.59,1.51,0.07,-0.14,0.02,0.5296213665699214,0.4073892968689847,-0.1273559579419124,0.7330181640627339,-5.8,7.23,-0.24,0.16,0.1,0.01,0.591300431116617,0.5488178184333158,0.5709377971777675,0.1522919370327843,0.7941361281770896,1.139183550479922,-1.6413740122957534,0.0,0.0,0.0,1.0,0.8937361323597687,1.929297225116181,-0.318665879682161,0.0,0.0,0.0,1.0
1677832991.8304532,-8.82,3.35,2.08,0.1,0.06,0.01,0.5420223056736005,-0.3272395433248978,-0.7607212391070122,-0.1429310946165267,-8.3,4.83,1.82,0.08,-0.11,-0.01,0.5284253925201338,0.407167242959759,-0.1308285544920155,0.7333930256895145,-5.87,7.64,-0.1,0.18,0.12,0.0,0.5896491003454236,0.5516243078405298,0.5701957613996712,0.1513319369569365,0.7886865704561086,1.137119988058137,-1.6454274904537252,0.0,0.0,0.0,1.0,0.884680568243855,1.9334308208154556,-0.3188817230457136,0.0,0.0,0.0,1.0
1677832991.8504653,-8.75,3.32,2.33,0.1,0.02,0.03,0.5409112798364187,-0.3277358510986706,-0.7612405114940632,-0.1432378543214554,-8.54,4.92,2.08,0.05,-0.15,0.03,0.5275403798979117,0.4064531185857071,-0.1327544933596873,0.7340798692662351,-6.05,7.89,0.16,0.14,0.09,0.05,0.588992995037751,0.5527877024145236,0.569879551834365,0.1508320398880659,0.7892266574191903,1.1348697745879368,-1.6467215544668314,0.0,0.0,0.0,1.0,0.8814736639408054,1.935042194020469,-0.3179872436737378,0.0,0.0,0.0,1.0
1677832991.8712983,-8.85,3.28,2.1,0.09,-0.04,0.05,0.5394417941873791,-0.3278000574950268,-0.7621284108502291,-0.1439095492490429,-8.47,4.68,1.71,0.05,-0.21,0.07,0.5267612374900839,0.4052745891853284,-0.1348862195130693,0.7349019076203647,-6.03,7.47,-0.04,0.12,0.05,0.11,0.5888746214829514,0.5534678256420307,0.5694794523117648,0.150310344112061,0.792926926538078,1.1326752710784151,-1.646454864081708,0.0,0.0,0.0,1.0,0.880482638234232,1.935941328602025,-0.315248308447027,0.0,0.0,0.0,1.0
1677832991.8916793,-8.89,3.11,2.08,0.1,-0.02,0.03,0.5392479784920989,-0.3272334926828991,-0.7622109152679778,-0.145479825422935,-8.31,4.71,1.67,0.05,-0.18,0.0,0.5257454965466605,0.4047399566400727,-0.1373398071599328,0.7354692500228474,-5.78,7.4,-0.23,0.13,0.06,0.04,0.5883182562610129,0.5546441139569556,0.5689632900994144,0.1501076637688911,0.7963104411630857,1.1251815053597645,-1.6499564422405173,0.0,0.0,0.0,1.0,0.879121940080712,1.9360695815558604,-0.3182439156415099,0.0,0.0,0.0,1.0
1677832991.9109826,-8.81,3.2,1.94,0.12,0.01,0.02,0.5402088087775829,-0.3276375300539111,-0.7611230506355758,-0.1466962631101145,-8.19,4.75,1.66,0.07,-0.15,-0.02,0.5248786685886185,0.4045183000124711,-0.1397283668748363,0.73576036296212,-5.77,7.41,-0.13,0.14,0.09,0.02,0.5875311241472672,0.5559574207225213,0.5685748037886628,0.1498039285148881,0.7944245057763587,1.1158034723760095,-1.657218246235428,0.0,0.0,0.0,1.0,0.8742036158502416,1.9372823211422796,-0.3243535821043808,0.0,0.0,0.0,1.0
1677832991.9327316,-8.83,3.18,1.95,0.1,0.02,0.01,0.5412324039744073,-0.3273303818515858,-0.7602043416394448,-0.1483632870946079,-8.35,4.88,1.66,0.05,-0.13,-0.05,0.5236466426016034,0.4046581195260372,-0.1424642676472561,0.7360366379722214,-5.8,7.59,-0.16,0.14,0.1,0.02,0.5865781728748365,0.557452849704438,0.5681988486693657,0.149406947074181,0.7938470342765594,1.1044827679354432,-1.6650599693416368,0.0,0.0,0.0,1.0,0.8707056201483435,1.9376935487025688,-0.331233202379432,0.0,0.0,0.0,1.0
