timestamp,Imu0_linear_accleration_x,Imu0_linear_accleration_y,Imu0_linear_accleration_z,Imu0_angular_velocity_x,Imu0_angular_velocity_y,Imu0_angular_velocity_z,Imu0_orientation_x,Imu0_orientation_y,Imu0_orientation_z,Imu0_orientation_w,Imu1_linear_accleration_x,Imu1_linear_accleration_y,Imu1_linear_accleration_z,Imu1_angular_velocity_x,Imu1_angular_velocity_y,Imu1_angular_velocity_z,Imu1_orientation_x,Imu1_orientation_y,Imu1_orientation_z,Imu1_orientation_w,Imu2_linear_accleration_x,Imu2_linear_accleration_y,Imu2_linear_accleration_z,Imu2_angular_velocity_x,Imu2_angular_velocity_y,Imu2_angular_velocity_z,Imu2_orientation_x,Imu2_orientation_y,Imu2_orientation_z,Imu2_orientation_w,imu0_to_imu1_translation_x,imu0_to_imu1_translation_y,imu0_to_imu1_translation_z,imu0_to_imu1_rotation_x,imu0_to_imu1_rotation_y,imu0_to_imu1_rotation_z,imu0_to_imu1_rotation_w,imu0_to_imu2_translation_x,imu0_to_imu2_translation_y,imu0_to_imu2_translation_z,imu0_to_imu2_rotation_x,imu0_to_imu2_rotation_y,imu0_to_imu2_rotation_z,imu0_to_imu2_rotation_w
1677832582.371896,-7.66,0.49,5.95,0.05,0.02,-0.02,0.700474237061929,-0.3714335303165966,-0.605958267945319,-0.0647113071863593,-8.73,0.23,-4.13,0.13,-0.19,-0.01,-0.1320070802851825,0.6524357183813881,0.4353422688737696,0.6061178706048698,-8.25,2.49,-4.69,0.19,0.08,-0.0,0.2953397924510877,0.7697563004898311,-0.1088816419508664,-0.5553327226962593,-0.1358757884977627,0.6664695245054275,-2.0395725392850386,0.0,0.0,0.0,1.0,-1.076685742582995,1.6855192244029424,0.7888426686523792,0.0,0.0,0.0,1.0
1677832582.391403,-7.59,0.49,5.92,0.01,0.07,-0.02,0.7005074021052865,-0.370947086468825,-0.6061896874765519,-0.0649746214538639,-8.65,0.42,-3.91,0.07,-0.11,0.02,-0.1319020079977337,0.6530200646719494,0.4340884753718337,0.6064106290059285,-8.1,2.82,-4.64,0.13,0.08,0.01,0.2950906507460172,0.7695690085129782,-0.1097275595645212,-0.5555581982570847,-0.1368901166511483,0.6649488922992705,-2.0400009967137778,0.0,0.0,0.0,1.0,-1.0770368228420766,1.685198039821446,0.7890495857829223,0.0,0.0,0.0,1.0
1677832582.4107893,-7.57,0.58,6.04,0.1,0.01,-0.0,0.7000524241924249,-0.371100665323616,-0.6065176180855808,-0.0659338951562261,-9.02,0.53,-3.87,0.09,-0.14,0.09,-0.131114342921246,0.6535877893968025,0.4331656437265648,0.6066296693425749,-8.27,2.77,-4.57,0.18,0.08,0.06,0.2949500319145491,0.7691724424736851,-0.1112235390263728,-0.5558844815059337,-0.1362858118788394,0.6649926388600562,-2.04002719779479,0.0,0.0,0.0,1.0,-1.0795362659084378,1.6833258466514518,0.7896300048653414,0.0,0.0,0.0,1.0
1677832582.4317162,-7.57,0.44,5.72,0.11,-0.11,-0.01,0.6988354024039638,-0.3711540907922557,-0.6077038417633542,-0.0676000143574219,-8.62,0.46,-3.95,0.07,-0.2,-0.03,-0.130922482408282,0.6535805348102262,0.4316317559035242,0.6077711867248006,-8.14,2.69,-4.74,0.12,0.05,-0.04,0.2943181268150318,0.7693114224481651,-0.1118638861585866,-0.5558985937132512,-0.1327676883081052,0.6626074366007965,-2.0410350623893367,0.0,0.0,0.0,1.0,-1.0812988333219724,1.683761484658737,0.7862824529622593,0.0,0.0,0.0,1.0
1677832582.4514794,-7.68,0.59,5.47,-0.05,0.05,-0.02,0.698781628498276,-0.3702749946607995,-0.6083083010882268,-0.0675401719674864,-7.89,0.52,-4.24,0.06,-0.18,-0.03,-0.1308109452536734,0.6537058194245944,0.430264915736152,0.6086290335983177,-7.62,2.61,-4.98,0.12,0.07,-0.03,0.2938286120173837,0.7693408938064,-0.1124462734067905,-0.555999254922192,-0.1319993605056947,0.6602997111446273,-2.0418326229856376,0.0,0.0,0.0,1.0,-1.0801327068242146,1.684715763269902,0.7858410352218229,0.0,0.0,0.0,1.0
1677832582.472679,-7.67,0.6,5.55,0.05,0.08,0.0,0.698765494777521,-0.3701513150017262,-0.6083546784449999,-0.0679659659307504,-7.77,0.25,-4.3,0.08,-0.1,0.04,-0.1304794720555025,0.6545301775329956,0.4289764648162603,0.608723703090726,-7.8,2.36,-4.78,0.18,0.13,0.04,0.2936060449664689,0.7686993495925126,-0.1138245658407056,-0.5567232422904317,-0.1338364824964948,0.6595299776679636,-2.0419618029018713,0.0,0.0,0.0,1.0,-1.0809725973024902,1.683268689394019,0.7877847188076511,0.0,0.0,0.0,1.0
1677832582.4929838,-7.56,0.48,5.73,0.27,0.04,0.01,0.698315985632905,-0.371439641230338,-0.6078518221356923,-0.0700252772828565,-8.46,0.29,-4.0,0.09,-0.06,0.1,-0.1299319007633747,0.6556390778275402,0.4279633453283308,0.6083604818237727,-7.96,2.55,-4.68,0.18,0.15,0.09,0.2937936182792789,0.7678067855212779,-0.1153581953994175,-0.5575397176166392,-0.1364367440044921,0.6593043852418764,-2.0418625669927652,0.0,0.0,0.0,1.0,-1.0865485791346872,1.6792213353613406,0.78875084281899,0.0,0.0,0.0,1.0
1677832582.5130577,-7.6,0.35,5.78,0.27,0.0,0.0,0.6976661297951824,-0.3726080592364414,-0.6076186668774292,-0.0722825095770742,-8.67,0.15,-3.97,0.1,-0.08,0.1,-0.1292800222655531,0.6566302136035274,0.4268964104520959,0.6081799841898117,-8.09,2.39,-4.62,0.19,0.14,0.09,0.2939231407130592,0.7669516405938183,-0.1170017951381688,-0.5583054256213776,-0.1377507308360572,0.6589028141085769,-2.0419039687786324,0.0,0.0,0.0,1.0,-1.0920994583282777,1.6754243811094671,0.7891589930445204,0.0,0.0,0.0,1.0
1677832582.5415754,-7.58,0.36,5.93,0.15,0.05,-0.02,0.697398765000911,-0.3730882747311694,-0.6074008749899537,-0.0741908275648838,-8.94,0.36,-3.91,0.11,-0.08,0.02,-0.1289926855991739,0.6579480195650856,0.4246067972889941,0.6084195577956689,-8.83,2.86,-4.53,0.19,0.1,-0.0,0.2930168128759032,0.7663860233484667,-0.1187705777393831,-0.5591843707147262,-0.1410358133377111,0.6560101744090739,-2.042610964042822,0.0,0.0,0.0,1.0,-1.0972071312873262,1.6723387367251388,0.7886188310589619,0.0,0.0,0.0,1.0
1677832582.5618503,-7.67,0.52,6.05,-0.01,0.09,-0.02,0.6975648086495256,-0.3724845389654569,-0.60757397184885,-0.0742460416268383,-8.96,0.52,-3.88,0.08,-0.13,0.01,-0.128800597070163,0.6584420298398342,0.4231959384127293,0.6089086115713406,-7.9,2.82,-4.76,0.14,0.11,-0.03,0.29243995088716,0.766126240955367,-0.1193999938113772,-0.5597080484704123,-0.1421367732820773,0.6540352983056158,-2.0431678752004796,0.0,0.0,0.0,1.0,-1.0964489451452624,1.6726416888803632,0.7890307290019114,0.0,0.0,0.0,1.0
